title,author,date,abstract,column,url
Column: Luxury apartments are ruining college living for everyone,Michael Cortez,"April 10, 2016",N/A,Opinion,https://wildcat.arizona.edu/114050/opinions/column-luxury-apartments-are-ruining-college-living-for-everyone/
"Guest Column: Capitalism is what this country needs, not the European-style socialism so many college students cry out for",Jackson Cassidy,"April 10, 2016",N/A,Opinion,https://wildcat.arizona.edu/120193/opinions/guest-column-capitalism-is-what-this-country-needs-not-the-european-style-socialism-so-many-college-students-cry-out-for/
Column: Millennials need to put in hard work to secure a job after graduating,Greg Castro,"April 10, 2016",N/A,Opinion,https://wildcat.arizona.edu/118793/opinions/column-millennials-need-to-put-in-hard-work-to-secure-a-job-after-graduating/
"Column: The so-called “Dirty T” is a gem of a college town, if you get out there and explore it",Scott Baca,"April 9, 2016",N/A,Opinion,https://wildcat.arizona.edu/127719/opinions/column-the-so-called-dirty-t-is-a-gem-of-a-college-town-if-you-get-out-there-and-explore-it/
Column: Cat-calling perpetuates rape culture,Jessica Suriano,"April 9, 2016",N/A,Opinion,https://wildcat.arizona.edu/117729/opinions/column-cat-calling-perpetuates-rape-culture/
"Column: If you have a problem with the new Barbies, you’re part of the problem",Stephanie Shaw,"April 8, 2016",N/A,Opinion,https://wildcat.arizona.edu/104262/opinions/column-if-you-have-a-problem-with-the-new-barbies-youre-part-of-the-problem/
Column: Learning a second language is a worthwhile investment,Michael Cortez,"April 8, 2016",N/A,Opinion,https://wildcat.arizona.edu/111524/opinions/column-learning-a-second-language-is-a-worthwhile-investment/
Column: Laws targeting undocumented immigrants will do nothing but harm in Arizona,Jacob Winkelman,"April 6, 2016",N/A,Opinion,https://wildcat.arizona.edu/120732/opinions/column-laws-targeting-undocumented-immigrants-will-do-nothing-but-harm-in-arizona/
"Column: While we mourn the victims of the Brussels bombings, we can’t forget the other victims of terrorism",Nicole Rochon,"April 5, 2016",N/A,Opinion,https://wildcat.arizona.edu/130190/opinions/column-while-we-mourn-the-victims-of-the-brussels-bombings-we-cant-forget-the-other-victims-of-terrorism/
Column: Fear of bad professors makes registration a nightmare for students,Rhiannon Bauer,"April 5, 2016",N/A,Opinion,https://wildcat.arizona.edu/101617/opinions/column-fear-of-bad-professors-makes-registration-a-nightmare-for-students/
Letter to the Editor: Dean of students addresses offensive hate speech on campus,Kendal Washington White,"April 5, 2016",N/A,Opinion,https://wildcat.arizona.edu/126857/opinions/letter-to-the-editor-dean-of-students-addresses-offensive-hate-speech-on-campus/
Column: New gun laws would endanger students in AZ,Apoorva Bhaskara,"April 4, 2016",N/A,Opinion,https://wildcat.arizona.edu/112303/opinions/column-new-gun-laws-would-endanger-students-in-az/
Column: Tuition increases have yet to increase quality of education,Sabrina Etcheverry,"April 4, 2016",N/A,Opinion,https://wildcat.arizona.edu/135724/opinions/column-tuition-increases-have-yet-to-increase-quality-of-education/
Column: It’s time to talk about privacy,Julianna Renzi,"April 2, 2016",N/A,Opinion,https://wildcat.arizona.edu/100571/opinions/column-its-time-to-talk-about-privacy/
"Column: Porn is dangerous, no matter how great it seems",Scott Baca,"April 2, 2016",N/A,Opinion,https://wildcat.arizona.edu/113903/opinions/column-porn-is-dangerous-no-matter-how-great-it-seems/
Column: University Boulevard needs more affordable shopping options for college students,Rhiannon Bauer,"April 1, 2016",N/A,Opinion,https://wildcat.arizona.edu/115447/opinions/column-university-boulevard-needs-more-affordable-shopping-options-for-college-students/
"Column: Some of us joke about being ‘starving college students,’ but there really are food insecure UA students",Sabrina Etcheverry,"April 1, 2016",N/A,Opinion,https://wildcat.arizona.edu/122870/opinions/column-some-of-us-joke-about-being-starving-college-students-but-there-really-are-food-insecure-ua-students/
"Column: Reflecting on Zayn, ‘Mind of Mine’ and One Direction",Arlinne Rodriguez,"March 30, 2016",N/A,Opinion,https://wildcat.arizona.edu/102106/opinions/column-reflecting-on-zayn-mind-of-mine-and-one-direction/
"Column: Trans issues should involve everyday trans people, not just Caitlyn Jenner",Jacob Winkelman,"March 30, 2016",N/A,Opinion,https://wildcat.arizona.edu/106936/opinions/column-trans-issues-should-involve-everyday-trans-people-not-just-caitlyn-jenner/
Column: UA Career Services doesn’t do enough for many students,Nicole Rochon,"March 29, 2016",N/A,Opinion,https://wildcat.arizona.edu/142738/opinions/column-ua-career-services-doesnt-do-enough-for-many-students/
Column: A vote for Trump is a vote for violence,Daniel Geffre,"March 28, 2016",N/A,Opinion,https://wildcat.arizona.edu/132685/opinions/column-a-vote-for-trump-is-a-vote-for-violence/
Column: Does SeaWorld’s move to stop breeding orcas right its past wrongs?,Jessica Suriano,"March 28, 2016",N/A,Opinion,https://wildcat.arizona.edu/125509/opinions/column-does-seaworlds-move-to-stop-breeding-orcas-right-its-past-wrongs/
Column: UA advising system does nothing but stress out students,Marissa Heffernan,"March 27, 2016",N/A,Opinion,https://wildcat.arizona.edu/111966/opinions/column-ua-advising-system-does-nothing-but-stress-out-students/
Column: UA students should feel comfortable using our Counseling and Psych services,Stephanie Shaw,"March 27, 2016",N/A,Opinion,https://wildcat.arizona.edu/137792/opinions/column-ua-students-should-feel-comfortable-using-our-counseling-and-psych-services/
Column: Let’s repurpose instead of rebuilding,Marissa Heffernan,"March 26, 2016",N/A,Opinion,https://wildcat.arizona.edu/113608/opinions/column-lets-repurpose-instead-of-rebuilding/
Column: Hamilton is exactly what minorities in musical theater need,Sabrina Etcheverry,"March 26, 2016",N/A,Opinion,https://wildcat.arizona.edu/120597/opinions/column-hamilton-is-exactly-what-minorities-in-musical-theater-need/
"Column: Investing in the stock market isn’t just for the rich, students",Scott Baca,"March 26, 2016",N/A,Opinion,https://wildcat.arizona.edu/108105/opinions/column-investing-in-the-stock-market-isnt-just-for-the-rich-students/
Column: Free online dating sites are a hoax,Daniel Geffre,"March 26, 2016",N/A,Opinion,https://wildcat.arizona.edu/98553/opinions/column-free-online-dating-sites-are-a-hoax/
Column: Tuesday’s primary fiasco stripped many Arizonans of their right to vote,Apoorva Bhaskara,"March 24, 2016",N/A,Opinion,https://wildcat.arizona.edu/103201/opinions/column-tuesdays-primary-fiasco-stripped-many-arizonans-of-their-right-to-vote/
Column: UA students need to learn to respect our campus and the people who work to keep it clean,Jessica Suriano,"March 23, 2016",N/A,Opinion,https://wildcat.arizona.edu/116714/opinions/column-ua-students-need-to-learn-to-respect-our-campus-and-the-people-who-work-to-keep-it-clean/
Column: Movies that claim to be “based on a true story” spread dangerous misinformation,Marissa Heffernan,"March 23, 2016",N/A,Opinion,https://wildcat.arizona.edu/146473/opinions/column-movies-that-claim-to-be-based-on-a-true-story-spread-dangerous-misinformation/
Column: UA isn’t nearly as diverse as students think it is,Stephanie Shaw,"March 23, 2016",N/A,Opinion,https://wildcat.arizona.edu/109285/opinions/column-ua-isnt-nearly-as-diverse-as-students-think-it-is/
Column: Stay safe by avoiding Uber and Lyft,Sabrina Etcheverry,"March 22, 2016",N/A,Opinion,https://wildcat.arizona.edu/107474/opinions/column-stay-safe-by-avoiding-uber-and-lyft/
Column: Marginalized student group is making unreasonable demands,Michael Cortez,"March 22, 2016",N/A,Opinion,https://wildcat.arizona.edu/136685/opinions/column-marginalized-student-group-is-making-unreasonable-demands/
"Americans have the right not to vote, if they so choose",Rhiannon Bauer,"March 20, 2016",N/A,Opinion,https://wildcat.arizona.edu/128930/opinions/americans-have-the-right-not-to-vote-if-they-so-choose/
"Column: With all the recent fuss over their elections, why should students even care about ASUA?",Rhiannon Bauer,"March 11, 2016",N/A,Opinion,https://wildcat.arizona.edu/115776/opinions/column-with-all-the-recent-fuss-over-their-elections-why-should-students-even-care-about-asua/
Letter to the Editor: UA has failed its Tohono O’odham students,Gabriela Maya Bernadett,"March 11, 2016",N/A,Opinion,https://wildcat.arizona.edu/137741/opinions/letter-to-the-editor-ua-has-failed-its-tohono-oodham-students/
Column: The effects of climate change are already being felt; it’s time to take action,Michael Cortez,"March 11, 2016",N/A,Opinion,https://wildcat.arizona.edu/132074/opinions/column-the-effects-of-climate-change-are-already-being-felt-its-time-to-take-action/
Column: You still need a flu shot! It’s not too late to protect yourself,Apoorva Bhaskara,"March 8, 2016",N/A,Opinion,https://wildcat.arizona.edu/110836/opinions/column-you-still-need-a-flu-shot-its-not-too-late-to-protect-yourself/
"Column: Wash your hands, you heathens",Daniel Geffre,"March 8, 2016",N/A,Opinion,https://wildcat.arizona.edu/112883/opinions/column-wash-your-hands-you-heathens/
Column: The DNC needs to take a step back and let Bernie have a fair shot at the Democratic nomination,Sabrina Etcheverry,"March 8, 2016",N/A,Opinion,https://wildcat.arizona.edu/101540/opinions/column-the-dnc-needs-to-take-a-step-back-and-let-bernie-have-a-fair-shot-at-the-democratic-nomination/
"Column: If the Oscars are about filmmaking, why do we only get to watch celebrities feed their egos?",Greg Castro,"March 8, 2016",N/A,Opinion,https://wildcat.arizona.edu/140982/opinions/column-if-the-oscars-are-about-filmmaking-why-do-we-only-get-to-watch-celebrities-feed-their-egos/
Column: Christianity shouldn’t be defined by hateful example we see in media,Nicole Rochon,"March 8, 2016",N/A,Opinion,https://wildcat.arizona.edu/142343/opinions/column-christianity-shouldnt-be-defined-by-hateful-example-we-see-in-media/
UA Picks a President: Let the students do the talking,University of Arizona students,"March 6, 2016",N/A,Opinion,https://wildcat.arizona.edu/119163/opinions/ua-picks-a-president-let-the-students-do-the-talking/
"Column: Black Lives Matter activists are wrong about Peter Liang—he’s a scapegoat, not an example of justice or reform",Hailey Dickson,"March 6, 2016",N/A,Opinion,https://wildcat.arizona.edu/106516/opinions/column-black-lives-matter-activists-are-wrong-about-peter-liang-hes-a-scapegoat-not-an-example-of-justice-or-reform/
Column: We shouldn’t demand that our professors be both teachers and researchers,Michael Cortez,"March 6, 2016",N/A,Opinion,https://wildcat.arizona.edu/128020/opinions/column-we-shouldnt-demand-that-our-professors-be-both-teachers-and-researchers/
Letter to the editor: AVP and president-elect address election appeals,Tatum Hammond,"March 4, 2016",N/A,Opinion,https://wildcat.arizona.edu/106279/news/letter-to-the-editor-avp-and-president-elect-address-election-appeals/
Column: Deadpool is perfect just the way he is,Rhiannon Bauer,"March 4, 2016",N/A,Opinion,https://wildcat.arizona.edu/119907/opinions/column-deadpool-is-perfect-just-the-way-he-is/
Column: It’s time for discriminatory laws in Arizona to go,Stephanie Shaw,"March 4, 2016",N/A,Opinion,https://wildcat.arizona.edu/122936/opinions/column-its-time-for-discriminatory-laws-in-arizona-to-go/
Column: Primaries suck for students from caucus states,Greg Castro,"March 3, 2016",N/A,Opinion,https://wildcat.arizona.edu/132788/opinions/column-primaries-suck-for-students-from-caucus-states/
"Column: Bowe Bergdahl already  lived through hell, he shouldn’t go to prison for life",Jonathan Terry,"March 3, 2016",N/A,Opinion,https://wildcat.arizona.edu/123742/opinions/column-bowe-bergdahl-already-lived-through-hell-he-shouldnt-go-to-prison-for-life/
Letter to the Editor: It’s become abundantly clear that our university doesn’t value students’ safety,Ashlee Bierworth,"March 1, 2016",N/A,Opinion,https://wildcat.arizona.edu/140860/opinions/letter-to-the-editor-its-become-abundantly-clear-that-our-university-doesnt-value-students-safety/
Column: Apple should unlock San Bernardino shooter’s iPhone,Marissa Heffernan,"March 1, 2016",N/A,Opinion,https://wildcat.arizona.edu/135384/opinions/column-apple-should-unlock-san-bernardino-shooters-iphone/
Column: Many of us are giving away our privacy without even realizing it,Michael Cortez,"March 1, 2016",N/A,Opinion,https://wildcat.arizona.edu/120471/opinions/column-many-of-us-are-giving-away-our-privacy-without-even-realizing-it/
Column: Pac-12 needs to put court-storming rules in place before a basketball player puts a fan in their place,Scott Baca,"February 29, 2016",N/A,Opinion,https://wildcat.arizona.edu/118161/opinions/column-pac-12-needs-to-put-court-storming-rules-in-place-before-a-basketball-player-puts-a-fan-in-their-place/
Column: Kesha needs to be freed from her Sony contract and her abuser,Maddie Birr,"February 29, 2016",N/A,Opinion,https://wildcat.arizona.edu/113120/opinions/column-kesha-needs-to-be-freed-from-her-sony-contract-and-her-abuser/
Column: Why we need the US Government to lead space exploration,Apoorva Bhaskara,"February 28, 2016",N/A,Opinion,https://wildcat.arizona.edu/104332/opinions/column-why-we-need-the-us-government-to-lead-space-exploration/
"Letter to the editor: All ideas are protected by First Amendment, even those of campus preachers",Taylor Burleson,"February 28, 2016",N/A,Opinion,https://wildcat.arizona.edu/120419/opinions/letter-to-the-editor-all-ideas-are-protected-by-first-amendment-even-those-of-campus-preachers/
Column: $8 for a salad from Core? UA students need more affordable healthy options on campus,Nicole Rochon,"February 27, 2016",N/A,Opinion,https://wildcat.arizona.edu/107927/opinions/column-8-for-a-salad-from-core-ua-students-need-more-affordable-healthy-options-on-campus/
"Column: Beyoncé’s Super Bowl performance was entertainment, not police subversion",Scott Baca,"February 27, 2016",N/A,Opinion,https://wildcat.arizona.edu/107918/opinions/column-beyoncs-super-bowl-performance-was-entertainment-not-police-subversion/
Column: Want to change your life? Get a hammock.,Jonathan Terry,"February 26, 2016",N/A,Opinion,https://wildcat.arizona.edu/135867/opinions/column-want-to-change-your-life-get-a-hammock/
Column: Obsessing over Kanye-Taylor feud is a waste of our time,Rhiannon Bauer,"February 26, 2016",N/A,Opinion,https://wildcat.arizona.edu/116696/opinions/column-obsessing-over-kanye-taylor-feud-is-a-waste-of-our-time/
Column: UA consistently failing the students it has the responsibility to keep safe,Jessica Suriano,"February 25, 2016",N/A,Opinion,https://wildcat.arizona.edu/134761/opinions/column-ua-consistently-failing-the-students-it-has-the-responsibility-to-keep-safe/
Letter to the Editor: Muslim students are valuable members of our campus community,N/A,"February 24, 2016",N/A,Opinion,https://wildcat.arizona.edu/134813/opinions/letter-to-the-editor-muslim-students-are-valuable-members-of-our-campus-community/
